old_package,old_class,new_class,status,notes
common.block,LOTRBlockCoralReef,,missing,backs 1 field(s): coralReef
common.block,LOTRBlockCorn,LOTRCornBlock,ported,
common.block,LOTRBlockCorruptMallorn,,absorbed,backs 1 field(s): corruptMallorn
common.block,LOTRBlockCraftingTable,LOTRCraftingTableBlock,ported,
common.block,LOTRBlockDaleTable,,absorbed,backs 1 field(s): daleTable
common.block,LOTRBlockDartTrap,LOTRDartTrapBlock,ported,
common.block,LOTRBlockDate,,absorbed,backs 1 field(s): dateBlock
common.block,LOTRBlockDaub,,absorbed,backs 1 field(s): daub
common.block,LOTRBlockDeadPlant,,absorbed,backs 1 field(s): deadPlant
common.block,LOTRBlockDirtPath,,absorbed,backs 1 field(s): dirtPath
common.block,LOTRBlockDolAmrothTable,,absorbed,backs 1 field(s): dolAmrothTable
common.block,LOTRBlockDolGuldurTable,,absorbed,backs 1 field(s): dolGuldurTable
common.block,LOTRBlockDoor,,absorbed,backs 44 field(s): doorAcacia doorAlmond doorApple doorAspen doorBanana doorBaobab ...
common.block,LOTRBlockDorwinionTable,,absorbed,backs 1 field(s): dorwinionTable
common.block,LOTRBlockDoubleFlower,,absorbed,backs 1 field(s): doubleFlower
common.block,LOTRBlockDoubleTorch,LOTRDoubleTorchBlock,ported,
common.block,LOTRBlockDunlendingTable,,absorbed,backs 1 field(s): dunlendingTable
common.block,LOTRBlockDwarvenForge,,absorbed,backs 1 field(s): dwarvenForge
common.block,LOTRBlockDwarvenTable,,absorbed,backs 1 field(s): dwarvenTable
common.block,LOTRBlockElvenForge,,absorbed,backs 1 field(s): elvenForge
common.block,LOTRBlockElvenPortal,,missing,backs 1 field(s): elvenPortal
common.block,LOTRBlockElvenTable,,absorbed,backs 1 field(s): elvenTable
common.block,LOTRBlockElvenTorch,,absorbed,backs 1 field(s): highElvenTorch
common.block,LOTRBlockEntJar,LOTREntJarBlock,ported,
common.block,LOTRBlockFallenLeaves,,missing,backs 4 field(s): fallenLeaves fallenLeavesLOTR fallenLeavesLOTR2 fallenLeavesLOTR3
common.block,LOTRBlockFangornPlant,,absorbed,backs 1 field(s): fangornPlant
common.block,LOTRBlockFangornRiverweed,,absorbed,backs 1 field(s): fangornRiverweed
common.block,LOTRBlockFence,,absorbed,backs 4 field(s): fence fence2 fence3 fenceRotten
common.block,LOTRBlockFenceGate,,absorbed,backs 44 field(s): fenceGateAcacia fenceGateAlmond fenceGateApple fenceGateAspen fenceGateBanana fenceGateBaobab ...
common.block,LOTRBlockFenceVanilla,,missing,
common.block,LOTRBlockFlaxCrop,,absorbed,backs 1 field(s): flaxCrop
common.block,LOTRBlockFlower,,absorbed,backs 11 field(s): asphodel athelas bluebell dwarfHerb elanor flaxPlant ...
common.block,LOTRBlockFlowerPot,,absorbed,backs 1 field(s): flowerPot
common.block,LOTRBlockForgeBase,LOTRForgeBlock,ported,
common.block,LOTRBlockFruitLeaves,,absorbed,backs 1 field(s): fruitLeaves
common.block,LOTRBlockFruitSapling,,absorbed,backs 1 field(s): fruitSapling
common.block,LOTRBlockFruitWood,,absorbed,backs 1 field(s): fruitWood
common.block,LOTRBlockGate,LOTRGateBlock,ported,
common.block,LOTRBlockGateDwarven,,absorbed,backs 1 field(s): dwarvenDoor
common.block,LOTRBlockGateDwarvenIthildin,,absorbed,backs 1 field(s): dwarvenDoorIthildin
common.block,LOTRBlockGemStorage,,absorbed,backs 1 field(s): blockGem
common.block,LOTRBlockGlass,,absorbed,backs 1 field(s): glass
common.block,LOTRBlockGlassBottle,,absorbed,backs 1 field(s): glassBottleBlock
common.block,LOTRBlockGlassPane,,absorbed,backs 1 field(s): glassPane
common.block,LOTRBlockGoblet,,absorbed,backs 4 field(s): gobletCopperBlock gobletGoldBlock gobletSilverBlock gobletWoodBlock
common.block,LOTRBlockGondorianTable,,absorbed,backs 1 field(s): gondorianTable
common.block,LOTRBlockGoran,,missing,backs 1 field(s): goran
common.block,LOTRBlockGrapevine,LOTRGrapevineBlock,ported,
common.block,LOTRBlockGrapevineRed,,absorbed,backs 1 field(s): grapevineRed
common.block,LOTRBlockGrapevineWhite,,absorbed,backs 1 field(s): grapevineWhite
common.block,LOTRBlockGrass,,absorbed,backs 1 field(s): aridGrass
common.block,LOTRBlockGravel,,excluded,
common.block,LOTRBlockGuldurilBrick,,absorbed,backs 1 field(s): guldurilBrick
common.block,LOTRBlockGulfTable,,absorbed,backs 1 field(s): gulfTable
common.block,LOTRBlockGundabadTable,,absorbed,backs 1 field(s): gundabadTable
common.block,LOTRBlockHalfTrollTable,,absorbed,backs 1 field(s): halfTrollTable
common.block,LOTRBlockHangingFruit,LOTRHangingFruitBlock,ported,
common.block,LOTRBlockHaradFlower,,absorbed,backs 1 field(s): haradFlower
common.block,LOTRBlockHearth,,absorbed,backs 1 field(s): hearth
common.block,LOTRBlockHighElvenTable,,absorbed,backs 1 field(s): highElvenTable
common.block,LOTRBlockHithlainRope,,absorbed,backs 1 field(s): hithlainLadder
common.block,LOTRBlockHobbitOven,LOTRHobbitOvenBlock,ported,
common.block,LOTRBlockHobbitTable,,absorbed,backs 1 field(s): hobbitTable
common.block,LOTRBlockKebab,LOTRKebabItem,ported,
common.block,LOTRBlockKebabStand,LOTRKebabStandBlock,ported,
common.block,LOTRBlockLadder,,absorbed,backs 1 field(s): mallornLadder
common.block,LOTRBlockLeaves,,absorbed,backs 1 field(s): leaves
common.block,LOTRBlockLeaves2,,absorbed,backs 1 field(s): leaves2
common.block,LOTRBlockLeaves3,,absorbed,backs 1 field(s): leaves3
common.block,LOTRBlockLeaves4,,absorbed,backs 1 field(s): leaves4
common.block,LOTRBlockLeaves5,,absorbed,backs 1 field(s): leaves5
common.block,LOTRBlockLeaves6,,absorbed,backs 1 field(s): leaves6
common.block,LOTRBlockLeaves7,,absorbed,backs 1 field(s): leaves7
common.block,LOTRBlockLeaves8,,absorbed,backs 1 field(s): leaves8
common.block,LOTRBlockLeaves9,,absorbed,backs 1 field(s): leaves9
common.block,LOTRBlockLeavesBase,,referenced,named in: LOTRBlockLootProvider LOTRBlocks LOTRCreativeTabs
common.block,LOTRBlockLeavesVanilla1,,missing,
common.block,LOTRBlockLeavesVanilla2,,missing,
common.block,LOTRBlockLeekCrop,,absorbed,backs 1 field(s): leekCrop
common.block,LOTRBlockLettuceCrop,,absorbed,backs 1 field(s): lettuceCrop
common.block,LOTRBlockMallornTorch,,absorbed,backs 4 field(s): mallornTorchBlue mallornTorchGold mallornTorchGreen mallornTorchSilver
common.block,LOTRBlockMarshLights,,missing,backs 1 field(s): marshLights
common.block,LOTRBlockMechanisedRail,LOTRMechanisedRailBlock,ported,
common.block,LOTRBlockMillstone,LOTRMillstoneBlock,ported,
common.block,LOTRBlockMobSpawner,,absorbed,backs 1 field(s): mobSpawner
common.block,LOTRBlockMordorDirt,,absorbed,backs 1 field(s): mordorDirt
common.block,LOTRBlockMordorGrass,,absorbed,backs 1 field(s): mordorGrass
common.block,LOTRBlockMordorMoss,,absorbed,backs 1 field(s): mordorMoss
common.block,LOTRBlockMordorPlant,,referenced,named in: LOTRPlantBlock
common.block,LOTRBlockMordorThorn,,absorbed,backs 1 field(s): mordorThorn
common.block,LOTRBlockMoredainTable,,absorbed,backs 1 field(s): moredainTable
common.block,LOTRBlockMorgulFlower,,absorbed,backs 1 field(s): morgulFlower
common.block,LOTRBlockMorgulPortal,,missing,backs 1 field(s): morgulPortal
common.block,LOTRBlockMorgulShroom,LOTRMorgulShroomBlock,ported,
common.block,LOTRBlockMorgulTable,,absorbed,backs 1 field(s): morgulTable
common.block,LOTRBlockMorgulTorch,,absorbed,backs 1 field(s): morgulTorch
common.block,LOTRBlockMud,,absorbed,backs 1 field(s): mud
common.block,LOTRBlockMudFarmland,,absorbed,backs 1 field(s): mudFarmland
common.block,LOTRBlockMudGrass,,absorbed,backs 1 field(s): mudGrass
common.block,LOTRBlockMug,LOTRMugBlock,ported,
common.block,LOTRBlockNearHaradTable,,absorbed,backs 1 field(s): nearHaradTable
common.block,LOTRBlockObsidianGravel,,absorbed,backs 1 field(s): obsidianGravel
common.block,LOTRBlockOrcBomb,LOTROrcBombBlock,ported,
common.block,LOTRBlockOrcChain,LOTROrcChainBlock,ported,
common.block,LOTRBlockOrcForge,,absorbed,backs 1 field(s): orcForge
common.block,LOTRBlockOrcPlating,,absorbed,backs 1 field(s): orcPlating
common.block,LOTRBlockOre,,absorbed,backs 10 field(s): oreCopper oreGlowstone oreMithril oreNaurite oreQuendite oreSalt ...
common.block,LOTRBlockOreGem,,absorbed,backs 1 field(s): oreGem
common.block,LOTRBlockOreMordorVariant,,absorbed,backs 2 field(s): oreGulduril oreMorgulIron
common.block,LOTRBlockOreStorage,,absorbed,backs 1 field(s): blockOreStorage
common.block,LOTRBlockOreStorage2,,absorbed,backs 1 field(s): blockOreStorage2
common.block,LOTRBlockOreStorageBase,,referenced,named in: LOTRBlocks
common.block,LOTRBlockPane,,referenced,named in: LOTRCreativeTabs
common.block,LOTRBlockPillar,LOTRPillarBlock,ported,
common.block,LOTRBlockPillar2,,absorbed,backs 1 field(s): pillar2
common.block,LOTRBlockPillar3,,absorbed,backs 1 field(s): pillar3
common.block,LOTRBlockPillarBase,LOTRPillarBlock,ported,
common.block,LOTRBlockPipeweedCrop,,absorbed,backs 1 field(s): pipeweedCrop
common.block,LOTRBlockPipeweedPlant,,absorbed,backs 1 field(s): pipeweedPlant
common.block,LOTRBlockPlaceableFood,LOTRPlaceableFoodBlock,ported,
common.block,LOTRBlockPlanks,,absorbed,backs 1 field(s): planks
common.block,LOTRBlockPlanks2,,absorbed,backs 1 field(s): planks2
common.block,LOTRBlockPlanks3,,absorbed,backs 1 field(s): planks3
common.block,LOTRBlockPlanksBase,,base,extended by: LOTRBlockPlanks LOTRBlockPlanks2 LOTRBlockPlanks3 LOTRBlockPlanksRotten
common.block,LOTRBlockPlanksRotten,,absorbed,backs 1 field(s): planksRotten
common.block,LOTRBlockPlate,LOTRPlateBlock,ported,
common.block,LOTRBlockPortal,,base,extended by: LOTRBlockElvenPortal LOTRBlockMorgulPortal
common.block,LOTRBlockPressurePlate,,absorbed,backs 6 field(s): pressurePlateBlueRock pressurePlateChalk pressurePlateGondorRock pressurePlateMordorRock pressurePlateRedRock pressurePlateRohanRock
common.block,LOTRBlockQuagmire,LOTRQuagmireBlock,ported,
common.block,LOTRBlockQuenditeGrass,,absorbed,backs 1 field(s): quenditeGrass
common.block,LOTRBlockRangerTable,,absorbed,backs 1 field(s): rangerTable
common.block,LOTRBlockRedBrick,,absorbed,backs 1 field(s): redBrick
common.block,LOTRBlockRedClay,,absorbed,backs 1 field(s): redClay
common.block,LOTRBlockReed,LOTRReedBlock,ported,
common.block,LOTRBlockReedBars,,absorbed,backs 1 field(s): reedBars
common.block,LOTRBlockReedDry,,absorbed,backs 1 field(s): driedReeds
common.block,LOTRBlockRemains,,absorbed,backs 1 field(s): remains
common.block,LOTRBlockReplacement,,missing,
common.block,LOTRBlockRhunFire,,missing,backs 1 field(s): rhunFire
common.block,LOTRBlockRhunFireJar,,absorbed,backs 1 field(s): rhunFireJar
common.block,LOTRBlockRhunFlower,,absorbed,backs 1 field(s): rhunFlower
common.block,LOTRBlockRhunTable,,absorbed,backs 1 field(s): rhunTable
common.block,LOTRBlockRivendellTable,,absorbed,backs 1 field(s): rivendellTable
common.block,LOTRBlockRock,,absorbed,backs 1 field(s): rock
common.block,LOTRBlockRohirricTable,,absorbed,backs 1 field(s): rohirricTable
common.block,LOTRBlockRope,LOTRRopeBlock,ported,
common.block,LOTRBlockRottenLog,,absorbed,backs 1 field(s): rottenLog
common.block,LOTRBlockRottenSlab,,absorbed,backs 2 field(s): rottenSlabDouble rottenSlabSingle
common.block,LOTRBlockSand,,absorbed,backs 1 field(s): whiteSand
common.block,LOTRBlockSandstone,,absorbed,backs 2 field(s): redSandstone whiteSandstone
common.block,LOTRBlockSapling,LOTRSaplingBlock,ported,
common.block,LOTRBlockSapling2,,absorbed,backs 1 field(s): sapling2
common.block,LOTRBlockSapling3,,absorbed,backs 1 field(s): sapling3
common.block,LOTRBlockSapling4,,absorbed,backs 1 field(s): sapling4
common.block,LOTRBlockSapling5,,absorbed,backs 1 field(s): sapling5
common.block,LOTRBlockSapling6,,absorbed,backs 1 field(s): sapling6
common.block,LOTRBlockSapling7,,absorbed,backs 1 field(s): sapling7
common.block,LOTRBlockSapling8,,absorbed,backs 1 field(s): sapling8
common.block,LOTRBlockSapling9,,absorbed,backs 1 field(s): sapling9
common.block,LOTRBlockSaplingBase,LOTRSaplingBlock,ported,
common.block,LOTRBlockScorchedSlab,,absorbed,backs 2 field(s): scorchedSlabDouble scorchedSlabSingle
common.block,LOTRBlockScorchedStone,,absorbed,backs 1 field(s): scorchedStone
common.block,LOTRBlockScorchedWall,,absorbed,backs 1 field(s): scorchedWall
common.block,LOTRBlockSignCarved,LOTRCarvedSignBlock,ported,
common.block,LOTRBlockSkullCup,,absorbed,backs 1 field(s): skullCupBlock
common.block,LOTRBlockSlab,,absorbed,backs 2 field(s): slabDouble slabSingle
common.block,LOTRBlockSlab10,,absorbed,backs 2 field(s): slabDouble10 slabSingle10
common.block,LOTRBlockSlab11,,absorbed,backs 2 field(s): slabDouble11 slabSingle11
common.block,LOTRBlockSlab12,,absorbed,backs 2 field(s): slabDouble12 slabSingle12
common.block,LOTRBlockSlab13,,absorbed,backs 2 field(s): slabDouble13 slabSingle13
common.block,LOTRBlockSlab14,,absorbed,backs 2 field(s): slabDouble14 slabSingle14
common.block,LOTRBlockSlab2,,absorbed,backs 2 field(s): slabDouble2 slabSingle2
common.block,LOTRBlockSlab3,,absorbed,backs 2 field(s): slabDouble3 slabSingle3
common.block,LOTRBlockSlab4,,absorbed,backs 2 field(s): slabDouble4 slabSingle4
common.block,LOTRBlockSlab5,,absorbed,backs 2 field(s): slabDouble5 slabSingle5
common.block,LOTRBlockSlab6,,absorbed,backs 2 field(s): slabDouble6 slabSingle6
common.block,LOTRBlockSlab7,,absorbed,backs 2 field(s): slabDouble7 slabSingle7
common.block,LOTRBlockSlab8,,absorbed,backs 2 field(s): slabDouble8 slabSingle8
common.block,LOTRBlockSlab9,,absorbed,backs 2 field(s): slabDouble9 slabSingle9
common.block,LOTRBlockSlabBase,,base,extended by: LOTRBlockRottenSlab LOTRBlockScorchedSlab LOTRBlockSlab LOTRBlockSlab10 LOTRBlockSlab11 LOTRBlockSlab12 ...
common.block,LOTRBlockSlabBone,,absorbed,backs 2 field(s): slabBoneDouble slabBoneSingle
common.block,LOTRBlockSlabClayTile,,absorbed,backs 2 field(s): slabClayTileDouble slabClayTileSingle
common.block,LOTRBlockSlabClayTileDyed,,absorbed,backs 2 field(s): slabClayTileDyedDouble slabClayTileDyedSingle
common.block,LOTRBlockSlabClayTileDyed2,,absorbed,backs 2 field(s): slabClayTileDyedDouble2 slabClayTileDyedSingle2
common.block,LOTRBlockSlabDirt,,absorbed,backs 2 field(s): slabDoubleDirt slabSingleDirt
common.block,LOTRBlockSlabFalling,,base,extended by: LOTRBlockSlabGravel LOTRBlockSlabSand
common.block,LOTRBlockSlabGravel,,absorbed,backs 2 field(s): slabDoubleGravel slabSingleGravel
common.block,LOTRBlockSlabSand,,absorbed,backs 2 field(s): slabDoubleSand slabSingleSand
common.block,LOTRBlockSlabThatch,,absorbed,backs 2 field(s): slabDoubleThatch slabSingleThatch
common.block,LOTRBlockSlabV,,absorbed,backs 2 field(s): slabDoubleV slabSingleV
common.block,LOTRBlockSmoothStone,,absorbed,backs 1 field(s): smoothStone
common.block,LOTRBlockSmoothStoneBase,,base,extended by: LOTRBlockSmoothStone LOTRBlockSmoothStoneV
common.block,LOTRBlockSmoothStoneV,,absorbed,backs 1 field(s): smoothStoneV
common.block,LOTRBlockSpawnerChest,,missing,backs 3 field(s): spawnerChest spawnerChestAncientHarad spawnerChestStone
common.block,LOTRBlockStainedGlass,,absorbed,backs 1 field(s): stainedGlass
common.block,LOTRBlockStainedGlassPane,,absorbed,backs 1 field(s): stainedGlassPane
common.block,LOTRBlockStairs,,absorbed,backs 136 field(s): stairsAlmond stairsAngmarBrick stairsAngmarBrickCracked stairsAngmarBrickSnow stairsApple stairsArnorBrick ...
common.block,LOTRBlockStalactite,,missing,backs 3 field(s): stalactite stalactiteIce stalactiteObsidian
common.block,LOTRBlockTallGrass,,absorbed,backs 1 field(s): tallGrass
common.block,LOTRBlockTauredainTable,,absorbed,backs 1 field(s): tauredainTable
common.block,LOTRBlockTermite,,absorbed,backs 1 field(s): termiteMound
common.block,LOTRBlockThatch,,absorbed,backs 1 field(s): thatch
common.block,LOTRBlockThatchFloor,,absorbed,backs 1 field(s): thatchFloor
common.block,LOTRBlockTorch,LOTRTorchBlock,ported,
common.block,LOTRBlockTrapdoor,,absorbed,backs 44 field(s): trapdoorAcacia trapdoorAlmond trapdoorApple trapdoorAspen trapdoorBanana trapdoorBaobab ...
common.block,LOTRBlockTreasurePile,LOTRTreasurePileBlock,ported,
common.block,LOTRBlockTrollTotem,LOTRTrollTotemBlock,ported,
common.block,LOTRBlockTurnipCrop,,absorbed,backs 1 field(s): turnipCrop
common.block,LOTRBlockUmbarTable,,absorbed,backs 1 field(s): umbarTable
common.block,LOTRBlockUnsmeltery,LOTRUnsmelteryBlock,ported,
common.block,LOTRBlockUrukTable,,absorbed,backs 1 field(s): urukTable
common.block,LOTRBlockUtumnoBrick,,absorbed,backs 1 field(s): utumnoBrick
common.block,LOTRBlockUtumnoBrickEntrance,,missing,backs 1 field(s): utumnoBrickEntrance
common.block,LOTRBlockUtumnoPillar,,absorbed,backs 1 field(s): utumnoPillar
common.block,LOTRBlockUtumnoPortal,,missing,backs 1 field(s): utumnoPortal
common.block,LOTRBlockUtumnoReturnLight,LOTRUtumnoReturnLightBlock,ported,
common.block,LOTRBlockUtumnoReturnPortal,LOTRUtumnoReturnPortalBaseBlock,ported,
common.block,LOTRBlockUtumnoReturnPortalBase,LOTRUtumnoReturnPortalBaseBlock,ported,
common.block,LOTRBlockUtumnoSlab,,absorbed,backs 2 field(s): slabUtumnoDouble slabUtumnoSingle
common.block,LOTRBlockUtumnoSlab2,,absorbed,backs 2 field(s): slabUtumnoDouble2 slabUtumnoSingle2
common.block,LOTRBlockUtumnoSlabBase,,base,extended by: LOTRBlockUtumnoSlab LOTRBlockUtumnoSlab2
common.block,LOTRBlockUtumnoStairs,,absorbed,backs 6 field(s): stairsUtumnoBrickFire stairsUtumnoBrickIce stairsUtumnoBrickObsidian stairsUtumnoTileFire stairsUtumnoTileIce stairsUtumnoTileObsidian
common.block,LOTRBlockUtumnoWall,,absorbed,backs 1 field(s): wallUtumno
common.block,LOTRBlockVine,,absorbed,backs 2 field(s): mirkVines willowVines
common.block,LOTRBlockWall,,absorbed,backs 1 field(s): wall
common.block,LOTRBlockWall2,,absorbed,backs 1 field(s): wall2
common.block,LOTRBlockWall3,,absorbed,backs 1 field(s): wall3
common.block,LOTRBlockWall4,,absorbed,backs 1 field(s): wall4
common.block,LOTRBlockWall5,,absorbed,backs 1 field(s): wall5
common.block,LOTRBlockWallBase,,base,extended by: LOTRBlockScorchedWall LOTRBlockUtumnoWall LOTRBlockWall LOTRBlockWall2 LOTRBlockWall3 LOTRBlockWall4 ...
common.block,LOTRBlockWallBone,,absorbed,backs 1 field(s): wallBone
common.block,LOTRBlockWallClayTile,,absorbed,backs 1 field(s): wallClayTile
common.block,LOTRBlockWallClayTileDyed,,absorbed,backs 1 field(s): wallClayTileDyed
common.block,LOTRBlockWallV,,absorbed,backs 1 field(s): wallStoneV
common.block,LOTRBlockWaste,,absorbed,backs 1 field(s): wasteBlock
common.block,LOTRBlockWeaponRack,LOTRWeaponRackBlock,ported,
common.block,LOTRBlockWineGlass,,absorbed,backs 1 field(s): wineGlassBlock
common.block,LOTRBlockWood,,absorbed,backs 1 field(s): wood
common.block,LOTRBlockWood2,,absorbed,backs 1 field(s): wood2
common.block,LOTRBlockWood3,,absorbed,backs 1 field(s): wood3
common.block,LOTRBlockWood4,,absorbed,backs 1 field(s): wood4
common.block,LOTRBlockWood5,,absorbed,backs 1 field(s): wood5
common.block,LOTRBlockWood6,,absorbed,backs 1 field(s): wood6
common.block,LOTRBlockWood7,,absorbed,backs 1 field(s): wood7
common.block,LOTRBlockWood8,,absorbed,backs 1 field(s): wood8
common.block,LOTRBlockWood9,,absorbed,backs 1 field(s): wood9
common.block,LOTRBlockWoodBars,,absorbed,backs 3 field(s): galadhrimWoodBars highElfWoodBars woodElfWoodBars
common.block,LOTRBlockWoodBase,,base,extended by: LOTRBlockFruitWood LOTRBlockRottenLog LOTRBlockWood LOTRBlockWood2 LOTRBlockWood3 LOTRBlockWood4 ...
common.block,LOTRBlockWoodBeam,,base,extended by: LOTRBlockWoodBeam1 LOTRBlockWoodBeam2 LOTRBlockWoodBeam3 LOTRBlockWoodBeam4 LOTRBlockWoodBeam5 LOTRBlockWoodBeam6 ...
common.block,LOTRBlockWoodBeam1,,absorbed,backs 1 field(s): woodBeam1
common.block,LOTRBlockWoodBeam2,,absorbed,backs 1 field(s): woodBeam2
common.block,LOTRBlockWoodBeam3,,absorbed,backs 1 field(s): woodBeam3
common.block,LOTRBlockWoodBeam4,,absorbed,backs 1 field(s): woodBeam4
common.block,LOTRBlockWoodBeam5,,absorbed,backs 1 field(s): woodBeam5
common.block,LOTRBlockWoodBeam6,,absorbed,backs 1 field(s): woodBeam6
common.block,LOTRBlockWoodBeam7,,absorbed,backs 1 field(s): woodBeam7
common.block,LOTRBlockWoodBeam8,,absorbed,backs 1 field(s): woodBeam8
common.block,LOTRBlockWoodBeam9,,absorbed,backs 1 field(s): woodBeam9
common.block,LOTRBlockWoodBeamFruit,,absorbed,backs 1 field(s): woodBeamFruit
common.block,LOTRBlockWoodBeamRotten,,absorbed,backs 1 field(s): woodBeamRotten
common.block,LOTRBlockWoodBeamS,,absorbed,backs 1 field(s): woodBeamS
common.block,LOTRBlockWoodBeamV1,,absorbed,backs 1 field(s): woodBeamV1
common.block,LOTRBlockWoodBeamV2,,absorbed,backs 1 field(s): woodBeamV2
common.block,LOTRBlockWoodElvenTable,,absorbed,backs 1 field(s): woodElvenTable
common.block,LOTRBlockWoodElvenTorch,,absorbed,backs 1 field(s): woodElvenTorch
common.block,LOTRBlockWoodSlab,,absorbed,backs 2 field(s): woodSlabDouble woodSlabSingle
common.block,LOTRBlockWoodSlab2,,absorbed,backs 2 field(s): woodSlabDouble2 woodSlabSingle2
common.block,LOTRBlockWoodSlab3,,absorbed,backs 2 field(s): woodSlabDouble3 woodSlabSingle3
common.block,LOTRBlockWoodSlab4,,absorbed,backs 2 field(s): woodSlabDouble4 woodSlabSingle4
common.block,LOTRBlockWoodSlab5,,absorbed,backs 2 field(s): woodSlabDouble5 woodSlabSingle5
common.block,LOTRBlockYamCrop,,absorbed,backs 1 field(s): yamCrop
common.block,LOTRConnectedBlock,,missing,
common.block,LOTRItemBlockWeaponRack,LOTRWeaponRackBlock LOTRWeaponRackBlockEntity LOTRWeaponRackRenderState LOTRWeaponRackRenderer LOTRWeaponRackModel,ported,
common.block,LOTRItemPlantableBlock,,missing,
common.block,LOTRMaterialRemains,,missing,
common.block,LOTRVanillaSaplings,,missing,
common.command,LOTRCommandAchievement,,missing,
common.command,LOTRCommandAdminHideMap,,missing,
common.command,LOTRCommandAlignment,LOTRAlignmentCommand,ported,
common.command,LOTRCommandAlignmentSee,,missing,
common.command,LOTRCommandAllowStructures,,missing,
common.command,LOTRCommandBanStructures,,missing,
common.command,LOTRCommandConquest,,missing,
common.command,LOTRCommandDate,,missing,
common.command,LOTRCommandEnableAlignmentZones,,missing,
common.command,LOTRCommandEnchant,,missing,
common.command,LOTRCommandFactionRelations,,missing,
common.command,LOTRCommandFastTravelClock,,missing,
common.command,LOTRCommandFellowship,,missing,
common.command,LOTRCommandFellowshipMessage,,missing,
common.command,LOTRCommandInvasion,,missing,
common.command,LOTRCommandMessageFixed,,missing,
common.command,LOTRCommandPledgeCooldown,,missing,
common.command,LOTRCommandSpawnDamping,,missing,
common.command,LOTRCommandStrScan,,missing,
common.command,LOTRCommandStructureTimelapse,,missing,
common.command,LOTRCommandSummon,,missing,
common.command,LOTRCommandTime,,missing,
common.command,LOTRCommandTimeVanilla,,missing,
common.command,LOTRCommandWaypointCooldown,,missing,
common.command,LOTRCommandWaypoints,,missing,
common.coremod,LOTRClassTransformer,,referenced,named in: LOTROldMinecartBehaviorMixin
common.coremod,LOTRLoadingPlugin,,missing,
common.coremod,LOTRReplacedMethods,,referenced,named in: LOTREnchantmentHelperMixin LOTRMechanisedRailBlock
common.coremod,RandomTexturePatchCheck,,missing,
common.dispenser,LOTRDispenseArrowPoisoned,,referenced,named in: LOTRPoisonedArrowItem
common.dispenser,LOTRDispenseConker,,missing,
common.dispenser,LOTRDispenseCrossbowBolt,,referenced,named in: LOTRCrossbowBoltItem
common.dispenser,LOTRDispenseDart,,missing,
common.dispenser,LOTRDispenseFirePot,,referenced,named in: LOTRFirePotItem
common.dispenser,LOTRDispenseMysteryWeb,,missing,
common.dispenser,LOTRDispenseOrcBomb,,missing,
common.dispenser,LOTRDispensePebble,,referenced,named in: LOTRPebbleItem
common.dispenser,LOTRDispensePlate,,referenced,named in: LOTRPlateItem
common.dispenser,LOTRDispenseRhunFireJar,,missing,
common.dispenser,LOTRDispenseSpawnEgg,,missing,
common.dispenser,LOTRDispenseSpear,,missing,
common.dispenser,LOTRDispenseTermite,,missing,
common.dispenser,LOTRDispenseThrowingAxe,,referenced,named in: LOTRThrowingAxeItem
common.enchant,LOTREnchantment,,referenced,named in: LOTRModifier LOTRModifiers
common.enchant,LOTREnchantmentBane,,referenced,named in: LOTRModifier
common.enchant,LOTREnchantmentCombining,,missing,
common.enchant,LOTREnchantmentDamage,,referenced,named in: LOTRModifier
common.enchant,LOTREnchantmentDurability,,referenced,named in: LOTRModifier
common.enchant,LOTREnchantmentHelper,,referenced,named in: LOTREnchantmentHelperMixin LOTRModifiableItem LOTRModifiers
common.enchant,LOTREnchantmentKnockback,,referenced,named in: LOTRModifier
common.enchant,LOTREnchantmentLooting,,referenced,named in: LOTRModifier
common.enchant,LOTREnchantmentMeleeReach,,missing,
common.enchant,LOTREnchantmentMeleeSpeed,,referenced,named in: LOTRModifier
common.enchant,LOTREnchantmentProtection,,referenced,named in: LOTRModifier
common.enchant,LOTREnchantmentProtectionFall,,missing,
common.enchant,LOTREnchantmentProtectionFire,,missing,
common.enchant,LOTREnchantmentProtectionMithril,,missing,
common.enchant,LOTREnchantmentProtectionRanged,,missing,
common.enchant,LOTREnchantmentProtectionSpecial,,referenced,named in: LOTRModifier
common.enchant,LOTREnchantmentRangedDamage,,referenced,named in: LOTRModifier
common.enchant,LOTREnchantmentRangedKnockback,,missing,
common.enchant,LOTREnchantmentSilkTouch,,referenced,named in: LOTRModifier
common.enchant,LOTREnchantmentToolSpeed,,referenced,named in: LOTRModifier
common.enchant,LOTREnchantmentType,,referenced,named in: LOTRCrossbowItem LOTRModifier LOTRModifiers LOTRThrowingAxeItem
common.enchant,LOTREnchantmentWeaponSpecial,,missing,
common.entity,AnimalJarUpdater,,missing,
common.entity,LOTRBannerProtectable,,referenced,named in: LOTRStoneTrollEntity
common.entity,LOTREntities,LOTREntities,ported,
common.entity,LOTREntityFallingFireJar,,missing,
common.entity,LOTREntityInvasionSpawner,,referenced,named in: LOTRWarhornItem
common.entity,LOTREntityNPCRespawner,,missing,
common.entity,LOTREntityRegistry,,missing,
common.entity,LOTREntityUtils,,missing,
common.entity,LOTRInvasionStatus,,missing,
common.entity,LOTRMobSpawnerCondition,,missing,
common.entity,LOTRMountFunctions,,missing,
common.entity,LOTRNPCSelectByFaction,,missing,
