method,table,old_result,port_result,status,notes
createCommonNearHaradRecipes,near_harad,nearHaradBow,lotr:harad_bow,present,
createCommonNearHaradRecipes,umbar,nearHaradBow,lotr:harad_bow,present,
createCommonNearHaradRecipes,gulf,nearHaradBow,lotr:harad_bow,present,
createCommonNearHaradRecipes,near_harad,helmetNomad,lotr:nomad_cap,present,
createCommonNearHaradRecipes,umbar,helmetNomad,lotr:nomad_cap,present,
createCommonNearHaradRecipes,gulf,helmetNomad,lotr:nomad_cap,present,
createCommonNearHaradRecipes,near_harad,bodyNomad,lotr:nomad_tunic,present,
createCommonNearHaradRecipes,umbar,bodyNomad,lotr:nomad_tunic,present,
createCommonNearHaradRecipes,gulf,bodyNomad,lotr:nomad_tunic,present,
createCommonNearHaradRecipes,near_harad,legsNomad,lotr:nomad_leggings,present,
createCommonNearHaradRecipes,umbar,legsNomad,lotr:nomad_leggings,present,
createCommonNearHaradRecipes,gulf,legsNomad,lotr:nomad_leggings,present,
createCommonNearHaradRecipes,near_harad,bootsNomad,lotr:nomad_shoes,present,
createCommonNearHaradRecipes,umbar,bootsNomad,lotr:nomad_shoes,present,
createCommonNearHaradRecipes,gulf,bootsNomad,lotr:nomad_shoes,present,
createCommonNearHaradRecipes,near_harad,swordHarad,lotr:haradric_sword,present,
createCommonNearHaradRecipes,umbar,swordHarad,lotr:haradric_sword,present,
createCommonNearHaradRecipes,gulf,swordHarad,lotr:haradric_sword,present,
createCommonNearHaradRecipes,near_harad,daggerHarad,lotr:haradric_dagger,present,
createCommonNearHaradRecipes,umbar,daggerHarad,lotr:haradric_dagger,present,
createCommonNearHaradRecipes,gulf,daggerHarad,lotr:haradric_dagger,present,
createCommonNearHaradRecipes,near_harad,spearHarad,lotr:haradric_spear,present,
createCommonNearHaradRecipes,umbar,spearHarad,lotr:haradric_spear,present,
createCommonNearHaradRecipes,gulf,spearHarad,lotr:haradric_spear,present,
createCommonNearHaradRecipes,near_harad,pikeHarad,lotr:haradric_pike,present,
createCommonNearHaradRecipes,umbar,pikeHarad,lotr:haradric_pike,present,
createCommonNearHaradRecipes,gulf,pikeHarad,lotr:haradric_pike,present,
createCommonNumenoreanRecipes,gondorian,brick2/11,lotr:numenorean_brick,present,
createCommonNumenoreanRecipes,dol_amroth,brick2/11,lotr:numenorean_brick,present,
createCommonNumenoreanRecipes,umbar,brick2/11,lotr:numenorean_brick,present,
createCommonNumenoreanRecipes,gondorian,slabSingle5/3,lotr:numenorean_brick_slab,present,
createCommonNumenoreanRecipes,dol_amroth,slabSingle5/3,lotr:numenorean_brick_slab,present,
createCommonNumenoreanRecipes,umbar,slabSingle5/3,lotr:numenorean_brick_slab,present,
createCommonNumenoreanRecipes,gondorian,stairsBlackGondorBrick,lotr:numenorean_brick_stairs,present,
createCommonNumenoreanRecipes,dol_amroth,stairsBlackGondorBrick,lotr:numenorean_brick_stairs,present,
createCommonNumenoreanRecipes,umbar,stairsBlackGondorBrick,lotr:numenorean_brick_stairs,present,
createCommonNumenoreanRecipes,gondorian,wall2/10,lotr:numenorean_brick_wall,present,
createCommonNumenoreanRecipes,dol_amroth,wall2/10,lotr:numenorean_brick_wall,present,
createCommonNumenoreanRecipes,umbar,wall2/10,lotr:numenorean_brick_wall,present,
createCommonNumenoreanRecipes,gondorian,pillar/9,lotr:numenorean_pillar,present,
createCommonNumenoreanRecipes,dol_amroth,pillar/9,lotr:numenorean_pillar,present,
createCommonNumenoreanRecipes,umbar,pillar/9,lotr:numenorean_pillar,present,
createCommonNumenoreanRecipes,gondorian,slabSingle5/4,lotr:numenorean_pillar_slab,present,
createCommonNumenoreanRecipes,dol_amroth,slabSingle5/4,lotr:numenorean_pillar_slab,present,
createCommonNumenoreanRecipes,umbar,slabSingle5/4,lotr:numenorean_pillar_slab,present,
createCommonOrcRecipes,morgul,orcBedItem,lotr:orc_bed,present,
createCommonOrcRecipes,uruk,orcBedItem,lotr:orc_bed,present,
createCommonOrcRecipes,angmar,orcBedItem,lotr:orc_bed,present,
createCommonOrcRecipes,dol_guldur,orcBedItem,lotr:orc_bed,present,
createCommonOrcRecipes,gundabad,orcBedItem,lotr:orc_bed,present,
createCommonOrcRecipes,half_troll,orcBedItem,lotr:orc_bed,present,
createCommonOrcRecipes,morgul,maggotyBread,lotr:maggoty_bread,present,
createCommonOrcRecipes,uruk,maggotyBread,lotr:maggoty_bread,present,
createCommonOrcRecipes,angmar,maggotyBread,lotr:maggoty_bread,present,
createCommonOrcRecipes,dol_guldur,maggotyBread,lotr:maggoty_bread,present,
createCommonOrcRecipes,gundabad,maggotyBread,lotr:maggoty_bread,present,
createCommonOrcRecipes,half_troll,maggotyBread,lotr:maggoty_bread,present,
createCommonOrcRecipes,morgul,orcBomb/8,lotr:orc_fire_bomb,present,
createCommonOrcRecipes,uruk,orcBomb/8,lotr:orc_fire_bomb,present,
createCommonOrcRecipes,angmar,orcBomb/8,lotr:orc_fire_bomb,present,
createCommonOrcRecipes,dol_guldur,orcBomb/8,lotr:orc_fire_bomb,present,
createCommonOrcRecipes,gundabad,orcBomb/8,lotr:orc_fire_bomb,present,
createCommonOrcRecipes,half_troll,orcBomb/8,lotr:orc_fire_bomb,present,
createCommonOrcRecipes,morgul,orcBomb/9,lotr:double_strength_orc_fire_bomb,present,
createCommonOrcRecipes,uruk,orcBomb/9,lotr:double_strength_orc_fire_bomb,present,
createCommonOrcRecipes,angmar,orcBomb/9,lotr:double_strength_orc_fire_bomb,present,
createCommonOrcRecipes,dol_guldur,orcBomb/9,lotr:double_strength_orc_fire_bomb,present,
createCommonOrcRecipes,gundabad,orcBomb/9,lotr:double_strength_orc_fire_bomb,present,
createCommonOrcRecipes,half_troll,orcBomb/9,lotr:double_strength_orc_fire_bomb,present,
createCommonOrcRecipes,morgul,orcBomb/10,lotr:triple_strength_orc_fire_bomb,present,
createCommonOrcRecipes,uruk,orcBomb/10,lotr:triple_strength_orc_fire_bomb,present,
createCommonOrcRecipes,angmar,orcBomb/10,lotr:triple_strength_orc_fire_bomb,present,
createCommonOrcRecipes,dol_guldur,orcBomb/10,lotr:triple_strength_orc_fire_bomb,present,
createCommonOrcRecipes,gundabad,orcBomb/10,lotr:triple_strength_orc_fire_bomb,present,
createCommonOrcRecipes,half_troll,orcBomb/10,lotr:triple_strength_orc_fire_bomb,present,
createCommonOrcRecipes,morgul,orcSkullStaff,lotr:orc_skull_staff,present,
createCommonOrcRecipes,uruk,orcSkullStaff,lotr:orc_skull_staff,present,
createCommonOrcRecipes,angmar,orcSkullStaff,lotr:orc_skull_staff,present,
createCommonOrcRecipes,dol_guldur,orcSkullStaff,lotr:orc_skull_staff,present,
createCommonOrcRecipes,gundabad,orcSkullStaff,lotr:orc_skull_staff,present,
createCommonOrcRecipes,half_troll,orcSkullStaff,lotr:orc_skull_staff,present,
createCommonOrcRecipes,morgul,orcChain,lotr:orc_chain,present,
createCommonOrcRecipes,uruk,orcChain,lotr:orc_chain,present,
createCommonOrcRecipes,angmar,orcChain,lotr:orc_chain,present,
createCommonOrcRecipes,dol_guldur,orcChain,lotr:orc_chain,present,
createCommonOrcRecipes,gundabad,orcChain,lotr:orc_chain,present,
createCommonOrcRecipes,half_troll,orcChain,lotr:orc_chain,present,
createCommonOrcRecipes,morgul,orcPlating/0,lotr:orc_plating_iron,present,
createCommonOrcRecipes,uruk,orcPlating/0,lotr:orc_plating_iron,present,
createCommonOrcRecipes,angmar,orcPlating/0,lotr:orc_plating_iron,present,
createCommonOrcRecipes,dol_guldur,orcPlating/0,lotr:orc_plating_iron,present,
createCommonOrcRecipes,gundabad,orcPlating/0,lotr:orc_plating_iron,present,
createCommonOrcRecipes,half_troll,orcPlating/0,lotr:orc_plating_iron,present,
createCommonOrcRecipes,morgul,orcPlating/1,lotr:orc_plating_rust,present,
createCommonOrcRecipes,uruk,orcPlating/1,lotr:orc_plating_rust,present,
createCommonOrcRecipes,angmar,orcPlating/1,lotr:orc_plating_rust,present,
createCommonOrcRecipes,dol_guldur,orcPlating/1,lotr:orc_plating_rust,present,
createCommonOrcRecipes,gundabad,orcPlating/1,lotr:orc_plating_rust,present,
createCommonOrcRecipes,half_troll,orcPlating/1,lotr:orc_plating_rust,present,
createDaleRecipes,dale,daleTable,lotr:dale_crafting_table,present,
createDaleRecipes,dale,banner/dale,lotr:dale_banner,present,
createDaleRecipes,dale,brick5/1,lotr:dale_brick,present,
createDaleRecipes,dale,slabSingle9/6,lotr:dale_brick_slab,present,
createDaleRecipes,dale,stairsDaleBrick,lotr:dale_brick_stairs,present,
createDaleRecipes,dale,wall3/9,lotr:dale_brick_wall,present,
createDaleRecipes,dale,dalishPastryItem,lotr:dalish_pastry,present,
createDaleRecipes,dale,cram,lotr:cram,present,
createDaleRecipes,dale,swordDale,lotr:dale_sword,present,
createDaleRecipes,dale,daggerDale,lotr:dale_dagger,present,
createDaleRecipes,dale,spearDale,lotr:dale_spear,present,
createDaleRecipes,dale,battleaxeDale,lotr:dale_battleaxe,present,
createDaleRecipes,dale,helmetDale,lotr:dale_helmet,present,
createDaleRecipes,dale,bodyDale,lotr:dale_chestplate,present,
createDaleRecipes,dale,legsDale,lotr:dale_leggings,present,
createDaleRecipes,dale,bootsDale,lotr:dale_boots,present,
createDaleRecipes,dale,daleBow,lotr:dale_bow,present,
createDaleRecipes,dale,pillar2/5,lotr:dale_pillar,present,
createDaleRecipes,dale,slabSingle10/0,lotr:dale_pillar_slab,present,
createDaleRecipes,dale,horseArmorDale,lotr:dale_horse_armor,present,
createDaleRecipes,dale,pikeDale,lotr:dale_pitchfork,present,
createDaleRecipes,dale,bodyDaleGambeson,lotr:dale_gambeson,present,
createDaleRecipes,dale,daleCracker/0,lotr:red_dalish_cracker,present,
createDaleRecipes,dale,daleCracker/1,lotr:blue_dalish_cracker,present,
createDaleRecipes,dale,daleCracker/2,lotr:green_dalish_cracker,present,
createDaleRecipes,dale,daleCracker/3,lotr:silver_dalish_cracker,present,
createDaleRecipes,dale,daleCracker/4,lotr:gold_dalish_cracker,present,
createDaleRecipes,dale,banner/esgaroth,lotr:esgaroth_banner,present,
createDaleRecipes,dale,brick6/3,lotr:dale_mossy_brick,present,
createDaleRecipes,dale,slabSingle13/0,lotr:dale_mossy_brick_slab,present,
createDaleRecipes,dale,stairsDaleBrickMossy,lotr:dale_mossy_brick_stairs,present,
createDaleRecipes,dale,wall4/14,lotr:dale_mossy_brick_wall,present,
createDaleRecipes,dale,slabSingle13/1,lotr:dale_cracked_brick_slab,present,
createDaleRecipes,dale,stairsDaleBrickCracked,lotr:dale_cracked_brick_stairs,present,
createDaleRecipes,dale,wall4/15,lotr:dale_cracked_brick_wall,present,
createDaleRecipes,dale,brick6/5,lotr:dale_carved_brick,present,
createDolAmrothRecipes,dol_amroth,dolAmrothTable,lotr:dol_amroth_crafting_table,present,
createDolAmrothRecipes,dol_amroth,banner/dolAmroth,lotr:dol_amroth_banner,present,
createDolAmrothRecipes,dol_amroth,helmetDolAmroth,lotr:dol_amroth_helmet,present,
createDolAmrothRecipes,dol_amroth,bodyDolAmroth,lotr:dol_amroth_chestplate,present,
createDolAmrothRecipes,dol_amroth,legsDolAmroth,lotr:dol_amroth_leggings,present,
createDolAmrothRecipes,dol_amroth,bootsDolAmroth,lotr:dol_amroth_boots,present,
createDolAmrothRecipes,dol_amroth,swordDolAmroth,lotr:dol_amroth_sword,present,
createDolAmrothRecipes,dol_amroth,horseArmorDolAmroth,lotr:dol_amroth_horse_armor,present,
createDolAmrothRecipes,dol_amroth,brick3/9,lotr:dol_amroth_brick,present,
createDolAmrothRecipes,dol_amroth,slabSingle6/7,lotr:dol_amroth_brick_slab,present,
createDolAmrothRecipes,dol_amroth,stairsDolAmrothBrick,lotr:dol_amroth_brick_stairs,present,
createDolAmrothRecipes,dol_amroth,wall2/14,lotr:dol_amroth_brick_wall,present,
createDolAmrothRecipes,dol_amroth,lanceDolAmroth,lotr:dol_amroth_lance,present,
createDolAmrothRecipes,dol_amroth,daggerDolAmroth,lotr:dol_amroth_dagger,present,
createDolAmrothRecipes,dol_amroth,gateDolAmroth,lotr:dol_amroth_gate,present,
createDolAmrothRecipes,dol_amroth,longspearDolAmroth,lotr:dol_amroth_longspear,present,
createDolAmrothRecipes,dol_amroth,bodyDolAmrothGambeson,lotr:dol_amroth_gambeson,present,
createDolAmrothRecipes,dol_amroth,legsDolAmrothGambeson,lotr:dol_amroth_chaps,present,
createDolAmrothRecipes,dol_amroth,gondorBow,lotr:gondor_bow,present,
createDolAmrothRecipes,dol_amroth,brick4/6,lotr:carved_black_gondor_brick,missing,
createDolGuldurRecipes,dol_guldur,brick2/8,lotr:dol_guldur_brick,present,
createDolGuldurRecipes,dol_guldur,dolGuldurTable,lotr:dol_guldur_crafting_table,present,
createDolGuldurRecipes,dol_guldur,slabSingle4/5,lotr:dol_guldur_brick_slab,present,
createDolGuldurRecipes,dol_guldur,stairsDolGuldurBrick,lotr:dol_guldur_brick_stairs,present,
createDolGuldurRecipes,dol_guldur,wall2/8,lotr:dol_guldur_brick_wall,present,
createDolGuldurRecipes,dol_guldur,orcTorchItem,lotr:orc_torch,present,
createDolGuldurRecipes,dol_guldur,slabSingle4/6,lotr:cracked_dol_guldur_brick_slab,present,
createDolGuldurRecipes,dol_guldur,stairsDolGuldurBrickCracked,lotr:cracked_dol_guldur_brick_stairs,present,
createDolGuldurRecipes,dol_guldur,wall2/9,lotr:cracked_dol_guldur_brick_wall,present,
createDolGuldurRecipes,dol_guldur,orcForge,lotr:orc_forge,present,
createDolGuldurRecipes,dol_guldur,banner/dolGuldur,lotr:dol_guldur_banner,present,
createDolGuldurRecipes,dol_guldur,swordDolGuldur,lotr:dol_guldur_sword,present,
createDolGuldurRecipes,dol_guldur,battleaxeDolGuldur,lotr:dol_guldur_battleaxe,present,
createDolGuldurRecipes,dol_guldur,daggerDolGuldur,lotr:dol_guldur_dagger,present,
createDolGuldurRecipes,dol_guldur,helmetDolGuldur,lotr:dol_guldur_helmet,present,
createDolGuldurRecipes,dol_guldur,bodyDolGuldur,lotr:dol_guldur_chestplate,present,
createDolGuldurRecipes,dol_guldur,legsDolGuldur,lotr:dol_guldur_leggings,present,
createDolGuldurRecipes,dol_guldur,bootsDolGuldur,lotr:dol_guldur_boots,present,
createDolGuldurRecipes,dol_guldur,spearDolGuldur,lotr:dol_guldur_spear,present,
createDolGuldurRecipes,dol_guldur,shovelDolGuldur,lotr:dol_guldur_shovel,present,
createDolGuldurRecipes,dol_guldur,pickaxeDolGuldur,lotr:dol_guldur_pickaxe,present,
createDolGuldurRecipes,dol_guldur,axeDolGuldur,lotr:dol_guldur_axe,present,
createDolGuldurRecipes,dol_guldur,hoeDolGuldur,lotr:dol_guldur_hoe,present,
createDolGuldurRecipes,dol_guldur,hammerDolGuldur,lotr:dol_guldur_warhammer,present,
createDolGuldurRecipes,dol_guldur,pikeDolGuldur,lotr:dol_guldur_spike,present,
createDolGuldurRecipes,dol_guldur,brick6/11,lotr:mossy_dol_guldur_brick,present,
createDolGuldurRecipes,dol_guldur,brick6/12,lotr:carved_dol_guldur_brick,present,
createDolGuldurRecipes,dol_guldur,slabSingle14/1,lotr:mossy_dol_guldur_brick_slab,present,
createDolGuldurRecipes,dol_guldur,stairsDolGuldurBrickMossy,lotr:mossy_dol_guldur_brick_stairs,present,
createDolGuldurRecipes,dol_guldur,wall5/3,lotr:mossy_dol_guldur_brick_wall,present,
createDolGuldurRecipes,dol_guldur,pillar3/0,lotr:dol_guldur_pillar,present,
createDolGuldurRecipes,dol_guldur,slabSingle14/4,lotr:dol_guldur_pillar_slab,present,
createDorwinionRecipes,dorwinion,dorwinionTable,lotr:dorwinion_crafting_table,present,
createDorwinionRecipes,dorwinion,banner/dorwinion,lotr:dorwinion_banner,present,
createDorwinionRecipes,dorwinion,brick5/2,lotr:dorwinion_brick,present,
createDorwinionRecipes,dorwinion,slabSingle9/7,lotr:dorwinion_brick_slab,present,
createDorwinionRecipes,dorwinion,stairsDorwinionBrick,lotr:dorwinion_brick_stairs,present,
createDorwinionRecipes,dorwinion,wall3/10,lotr:dorwinion_brick_wall,present,
createDorwinionRecipes,dorwinion,helmetDorwinion,lotr:dorwinion_helmet,present,
createDorwinionRecipes,dorwinion,bodyDorwinion,lotr:dorwinion_chestplate,present,
createDorwinionRecipes,dorwinion,legsDorwinion,lotr:dorwinion_leggings,present,
createDorwinionRecipes,dorwinion,bootsDorwinion,lotr:dorwinion_boots,present,
createDorwinionRecipes,dorwinion,helmetDorwinionElf,lotr:dorwinion_elven_helmet,present,
createDorwinionRecipes,dorwinion,bodyDorwinionElf,lotr:dorwinion_elven_chestplate,present,
createDorwinionRecipes,dorwinion,legsDorwinionElf,lotr:dorwinion_elven_leggings,present,
createDorwinionRecipes,dorwinion,bootsDorwinionElf,lotr:dorwinion_elven_boots,present,
createDorwinionRecipes,dorwinion,spearBladorthin,lotr:bladorthin_spear,present,
createDorwinionRecipes,dorwinion,swordDorwinionElf,lotr:dorwinion_elven_sword,present,
createDorwinionRecipes,dorwinion,daggerDorwinionElf,lotr:dorwinion_elven_dagger,present,
createDorwinionRecipes,dorwinion,elvenForge,lotr:elven_forge,present,
createDorwinionRecipes,dorwinion,brick5/4,lotr:mossy_dorwinion_brick,present,
createDorwinionRecipes,dorwinion,slabSingle10/1,lotr:mossy_dorwinion_brick_slab,present,
createDorwinionRecipes,dorwinion,stairsDorwinionBrickMossy,lotr:mossy_dorwinion_brick_stairs,present,
createDorwinionRecipes,dorwinion,wall3/11,lotr:mossy_dorwinion_brick_wall,present,
createDorwinionRecipes,dorwinion,slabSingle10/2,lotr:cracked_dorwinion_brick_slab,present,
createDorwinionRecipes,dorwinion,stairsDorwinionBrickCracked,lotr:cracked_dorwinion_brick_stairs,present,
createDorwinionRecipes,dorwinion,wall3/12,lotr:cracked_dorwinion_brick_wall,present,
createDorwinionRecipes,dorwinion,brick5/7,lotr:dorwinion_flowers_brick,present,
createDorwinionRecipes,dorwinion,slabSingle10/3,lotr:dorwinion_flowers_brick_slab,present,
createDorwinionRecipes,dorwinion,stairsDorwinionBrickFlowers,lotr:dorwinion_flowers_brick_stairs,present,
createDorwinionRecipes,dorwinion,wall3/13,lotr:dorwinion_flowers_brick_wall,present,
createDorwinionRecipes,dorwinion,brick5/6,lotr:carved_dorwinion_brick,present,
createDorwinionRecipes,dorwinion,pillar2/6,lotr:dorwinion_pillar,present,
createDorwinionRecipes,dorwinion,slabSingle10/4,lotr:dorwinion_pillar_slab,present,
createDorwinionRecipes,dorwinion,pillar2/7,lotr:mossy_dorwinion_pillar,present,
createDorwinionRecipes,dorwinion,slabSingle10/5,lotr:mossy_dorwinion_pillar_slab,present,
createDorwinionRecipes,dorwinion,dorwinionElfBow,lotr:dorwinion_elven_bow,present,
createDunlendingRecipes,dunlending,dunlendingTable,lotr:dunlending_crafting_table,present,
createDunlendingRecipes,dunlending,helmetDunlending,lotr:dunlending_helmet,present,
createDunlendingRecipes,dunlending,bodyDunlending,lotr:dunlending_chestplate,present,
createDunlendingRecipes,dunlending,legsDunlending,lotr:dunlending_leggings,present,
createDunlendingRecipes,dunlending,bootsDunlending,lotr:dunlending_boots,present,
createDunlendingRecipes,dunlending,dunlendingClub,lotr:dunlending_club,present,
createDunlendingRecipes,dunlending,dunlendingTrident,lotr:dunlending_trident,present,
createDunlendingRecipes,dunlending,banner/dunland,lotr:dunland_banner,present,
createDwarvenRecipes,dwarven,dwarvenTable,lotr:dwarven_crafting_table,present,
createDwarvenRecipes,dwarven,shovelDwarven,lotr:dwarven_shovel,present,
createDwarvenRecipes,dwarven,pickaxeDwarven,lotr:dwarven_pickaxe,present,
createDwarvenRecipes,dwarven,axeDwarven,lotr:dwarven_axe,present,
createDwarvenRecipes,dwarven,swordDwarven,lotr:dwarven_sword,present,
createDwarvenRecipes,dwarven,hoeDwarven,lotr:dwarven_hoe,present,
createDwarvenRecipes,dwarven,daggerDwarven,lotr:dwarven_dagger,present,
createDwarvenRecipes,dwarven,battleaxeDwarven,lotr:dwarven_battleaxe,present,
createDwarvenRecipes,dwarven,hammerDwarven,lotr:dwarven_warhammer,present,
createDwarvenRecipes,dwarven,helmetDwarven,lotr:dwarven_helmet,present,
createDwarvenRecipes,dwarven,bodyDwarven,lotr:dwarven_chestplate,present,
createDwarvenRecipes,dwarven,legsDwarven,lotr:dwarven_leggings,present,
createDwarvenRecipes,dwarven,bootsDwarven,lotr:dwarven_boots,present,
createDwarvenRecipes,dwarven,throwingAxeDwarven,lotr:dwarven_throwing_axe,present,
createDwarvenRecipes,dwarven,chandelier/8,lotr:dwarven_chandelier,present,
createDwarvenRecipes,dwarven,mattockDwarven,lotr:dwarven_mattock,present,
createDwarvenRecipes,dwarven,banner/durin,lotr:durin_banner,present,
createDwarvenRecipes,dwarven,spearDwarven,lotr:dwarven_spear,present,
createDwarvenRecipes,dwarven,helmetDwarvenSilver,lotr:silver_trimmed_dwarven_helmet,present,
createDwarvenRecipes,dwarven,bodyDwarvenSilver,lotr:silver_trimmed_dwarven_chestplate,present,
createDwarvenRecipes,dwarven,legsDwarvenSilver,lotr:silver_trimmed_dwarven_leggings,present,
createDwarvenRecipes,dwarven,bootsDwarvenSilver,lotr:silver_trimmed_dwarven_boots,present,
createDwarvenRecipes,dwarven,helmetDwarvenGold,lotr:gold_trimmed_dwarven_helmet,present,
createDwarvenRecipes,dwarven,bodyDwarvenGold,lotr:gold_trimmed_dwarven_chestplate,present,
createDwarvenRecipes,dwarven,legsDwarvenGold,lotr:gold_trimmed_dwarven_leggings,present,
createDwarvenRecipes,dwarven,bootsDwarvenGold,lotr:gold_trimmed_dwarven_boots,present,
createDwarvenRecipes,dwarven,helmetDwarvenMithril,lotr:mithril_trimmed_dwarven_helmet,present,
createDwarvenRecipes,dwarven,bodyDwarvenMithril,lotr:mithril_trimmed_dwarven_chestplate,present,
createDwarvenRecipes,dwarven,legsDwarvenMithril,lotr:mithril_trimmed_dwarven_leggings,present,
createDwarvenRecipes,dwarven,bootsDwarvenMithril,lotr:mithril_trimmed_dwarven_boots,present,
createDwarvenRecipes,dwarven,dwarfBars,lotr:dwarf_bars,present,
createDwarvenRecipes,dwarven,boarArmorDwarven,lotr:dwarven_boar_armor,present,
createDwarvenRecipes,dwarven,pikeDwarven,lotr:dwarven_pike,present,
createDwarvenRecipes,dwarven,gateDwarven,lotr:dwarven_gate,present,
createDwarvenRecipes,dwarven,mechanism,lotr:mechanism,present,
createElvenRecipes,elven,planks/1,lotr:mallorn_planks,present,
createElvenRecipes,elven,woodSlabSingle/1,lotr:mallorn_slab,present,
createElvenRecipes,elven,stairsMallorn,lotr:mallorn_stairs,present,
createElvenRecipes,elven,elvenTable,lotr:elven_crafting_table,present,
createElvenRecipes,elven,mallornStick,lotr:mallorn_stick,present,
createElvenRecipes,elven,shovelMallorn,lotr:mallorn_shovel,present,
createElvenRecipes,elven,pickaxeMallorn,lotr:mallorn_pickaxe,present,
createElvenRecipes,elven,axeMallorn,lotr:mallorn_axe,present,
createElvenRecipes,elven,swordMallorn,lotr:mallorn_sword,present,
createElvenRecipes,elven,hoeMallorn,lotr:mallorn_hoe,present,
createElvenRecipes,elven,shovelElven,lotr:galadhrim_shovel,present,
createElvenRecipes,elven,pickaxeElven,lotr:galadhrim_pickaxe,present,
createElvenRecipes,elven,axeElven,lotr:galadhrim_axe,present,
createElvenRecipes,elven,swordElven,lotr:galadhrim_sword,present,
createElvenRecipes,elven,hoeElven,lotr:galadhrim_hoe,present,
createElvenRecipes,elven,spearElven,lotr:galadhrim_spear,present,
createElvenRecipes,elven,mallornBow,lotr:mallorn_bow,present,
createElvenRecipes,elven,helmetElven,lotr:galadhrim_helmet,present,
createElvenRecipes,elven,bodyElven,lotr:galadhrim_chestplate,present,
createElvenRecipes,elven,legsElven,lotr:galadhrim_leggings,present,
createElvenRecipes,elven,bootsElven,lotr:galadhrim_boots,present,
createElvenRecipes,elven,mallornLadder,lotr:mallorn_ladder,present,
createElvenRecipes,elven,elvenBow,lotr:galadhrim_bow,present,
createElvenRecipes,elven,daggerElven,lotr:galadhrim_dagger,present,
createElvenRecipes,elven,elvenBedItem,lotr:galadhrim_bed,present,
createElvenRecipes,elven,fence/1,lotr:mallorn_fence,present,
createElvenRecipes,elven,banner/lothlorien,lotr:lothlorien_banner,present,
createElvenRecipes,elven,horseArmorGaladhrim,lotr:galadhrim_horse_armor,present,
createElvenRecipes,elven,brick/11,lotr:galadhrim_brick,present,
createElvenRecipes,elven,brick/12,lotr:mossy_galadhrim_brick,present,
createElvenRecipes,elven,slabSingle2/3,lotr:galadhrim_brick_slab,present,
createElvenRecipes,elven,slabSingle2/4,lotr:mossy_galadhrim_brick_slab,present,
createElvenRecipes,elven,slabSingle2/5,lotr:cracked_galadhrim_brick_slab,present,
createElvenRecipes,elven,stairsElvenBrick,lotr:galadhrim_brick_stairs,present,
createElvenRecipes,elven,stairsElvenBrickMossy,lotr:mossy_galadhrim_brick_stairs,present,
createElvenRecipes,elven,stairsElvenBrickCracked,lotr:cracked_galadhrim_brick_stairs,present,
createElvenRecipes,elven,wall/10,lotr:galadhrim_brick_wall,present,
createElvenRecipes,elven,wall/11,lotr:mossy_galadhrim_brick_wall,present,
createElvenRecipes,elven,wall/12,lotr:cracked_galadhrim_brick_wall,present,
createElvenRecipes,elven,pillar/1,lotr:galadhrim_pillar,present,
createElvenRecipes,elven,slabSingle2/6,lotr:galadhrim_pillar_slab,present,
createElvenRecipes,elven,slabSingle2/7,lotr:cracked_galadhrim_pillar_slab,present,
createElvenRecipes,elven,brick2/15,lotr:carved_galadhrim_brick,present,
createElvenRecipes,elven,elvenForge,lotr:elven_forge,present,
createElvenRecipes,elven,galadhrimBars,lotr:galadhrim_bars,present,
createElvenRecipes,elven,galadhrimWoodBars,lotr:galadhrim_wood_bars,present,
createElvenRecipes,elven,polearmElven,lotr:galadhrim_battlestaff,present,
createElvenRecipes,elven,hithlain,lotr:hithlain,present,
createElvenRecipes,elven,helmetHithlain,lotr:galadhrim_cloak_hood,present,
createElvenRecipes,elven,bodyHithlain,lotr:galadhrim_cloak_tunic,present,
createElvenRecipes,elven,legsHithlain,lotr:galadhrim_cloak_leggings,present,
createElvenRecipes,elven,bootsHithlain,lotr:galadhrim_cloak_boots,present,
createElvenRecipes,elven,hithlainLadder,lotr:hithlain_ladder,present,
createElvenRecipes,elven,woodBeam1/1,lotr:mallorn_beam,present,
createElvenRecipes,elven,brick4/9,lotr:galadhrim_silver_brick,present,
createElvenRecipes,elven,brick4/12,lotr:galadhrim_gold_brick,present,
createElvenRecipes,elven,gateElven,lotr:elven_gate,present,
createElvenRecipes,elven,longspearElven,lotr:galadhrim_longspear,present,
createElvenRecipes,elven,chestMallorn,lotr:mallorn_box,present,
createElvenRecipes,elven,mallornTorchSilver,lotr:mallorn_torch,present,
createElvenRecipes,elven,mallornTorchSilver,lotr:mallorn_torch,present,
createElvenRecipes,elven,chandelier/5,lotr:silver_mallorn_chandelier,present,
createElvenRecipes,elven,mallornTorchBlue,lotr:blue_mallorn_torch,present,
createElvenRecipes,elven,mallornTorchBlue,lotr:blue_mallorn_torch,present,
createElvenRecipes,elven,chandelier/13,lotr:blue_mallorn_chandelier,present,
createElvenRecipes,elven,mallornTorchGold,lotr:mallorn_gold_torch,present,
createElvenRecipes,elven,mallornTorchGold,lotr:mallorn_gold_torch,present,
createElvenRecipes,elven,chandelier/14,lotr:mallorn_gold_chandelier,present,
createElvenRecipes,elven,mallornTorchGreen,lotr:green_mallorn_torch,present,
createElvenRecipes,elven,mallornTorchGreen,lotr:green_mallorn_torch,present,
createElvenRecipes,elven,chandelier/15,lotr:green_mallorn_chandelier,present,
