kind,old_field,old_unloc,old_meta,old_name,new_id,status,match,notes
block,planks,planks,14,Date Palm Wood Planks,date_palm_planks,ported,name,
block,planks,planks,15,Mangrove Wood Planks,mangrove_planks,ported,name,
block,planks,planks,2,Mirk-oak Wood Planks,mirk_oak_planks,ported,name,
block,planks,planks,3,Charred Wood Planks,charred_planks,ported,name,
block,planks,planks,4,Apple Wood Planks,apple_planks,ported,name,
block,planks,planks,5,Pear Wood Planks,pear_planks,ported,name,
block,planks,planks,6,Cherry Wood Planks,cherry_planks,ported,name,
block,planks,planks,7,Mango Wood Planks,mango_planks,ported,name,
block,planks,planks,8,Lebethron Wood Planks,lebethron_planks,ported,name,
block,planks,planks,9,Beech Wood Planks,beech_planks,ported,name,
block,planks2,planks2,0,Chestnut Wood Planks,chestnut_planks,ported,name,
block,planks2,planks2,1,Baobab Wood Planks,baobab_planks,ported,name,
block,planks2,planks2,10,Cypress Wood Planks,cypress_planks,ported,name,
block,planks2,planks2,11,Olive Wood Planks,olive_planks,ported,name,
block,planks2,planks2,12,Aspen Wood Planks,aspen_planks,ported,name,
block,planks2,planks2,13,Green-oak Wood Planks,green_oak_planks,ported,name,
block,planks2,planks2,14,Lairelossë Wood Planks,lairelosse_planks,ported,name,
block,planks2,planks2,15,Almond Wood Planks,almond_planks,ported,name,
block,planks2,planks2,2,Cedar Wood Planks,cedar_planks,ported,name,
block,planks2,planks2,3,Fir Wood Planks,fir_planks,ported,name,
block,planks2,planks2,4,Pine Wood Planks,pine_planks,ported,name,
block,planks2,planks2,5,Lemon Wood Planks,lemon_planks,ported,name,
block,planks2,planks2,6,Orange Wood Planks,orange_planks,ported,name,
block,planks2,planks2,7,Lime Wood Planks,lime_planks,ported,name,
block,planks2,planks2,8,Mahogany Wood Planks,mahogany_planks,ported,name,
block,planks2,planks2,9,Willow Wood Planks,willow_planks,ported,name,
block,planks3,planks3,0,Plum Wood Planks,plum_planks,ported,name,
block,planks3,planks3,1,Redwood Wood Planks,redwood_planks,ported,name,
block,planks3,planks3,2,Pomegranate Wood Planks,pomegranate_planks,ported,name,
block,planks3,planks3,3,Palm Wood Planks,palm_planks,ported,name,
block,planks3,planks3,4,Dragonblood Wood Planks,dragon_planks,ported,name,
block,planks3,planks3,5,Kanuka Wood Planks,kanuka_planks,ported,name,
block,planksRotten,planksRotten,0,Rotten Planks,rotten_planks,ported,name,
block,plateBlock,plate,,,fine_plate,ported,override,
block,pressurePlateBlueRock,pressurePlateBlueRock,,Pressure Plate,blue_rock_pressure_plate,ported,id,
block,pressurePlateChalk,pressurePlateChalk,,Pressure Plate,chalk_pressure_plate,ported,id,
block,pressurePlateGondorRock,pressurePlateGondorRock,,Pressure Plate,gondor_rock_pressure_plate,ported,id,
block,pressurePlateMordorRock,pressurePlateMordorRock,,Pressure Plate,mordor_rock_pressure_plate,ported,id,
block,pressurePlateRedRock,pressurePlateRedRock,,Pressure Plate,red_rock_pressure_plate,ported,id,
block,pressurePlateRohanRock,pressurePlateRohanRock,,Pressure Plate,rohan_rock_pressure_plate,ported,id,
block,quagmire,quagmire,,Quagmire,quagmire,ported,name,
block,quenditeGrass,quenditeGrass,,Elvengrass,quendite_grass,ported,name,
block,rangerTable,rangerCraftingTable,,Ranger Crafting Table,ranger_crafting_table,ported,name,
block,redBrick,redBrick,0,Mossy Bricks,red_brick_mossy,ported,name,
block,redBrick,redBrick,1,Cracked Bricks,red_brick_cracked,ported,name,
block,redClay,redClay,,Red Clay,red_clay,ported,name,
block,redSandstone,redSandstone,,Red Sandstone,,vanilla,override,user confirmed vanilla duplicate
block,reedBars,reedBars,,Reed Bars,reed_bars,ported,name,
block,reeds,reeds,,Reeds,reeds,ported,name,
block,remains,remains,,Remains,remains,ported,name,
block,rhunTable,rhunCraftingTable,,Rhûnic Crafting Table,rhun_crafting_table,ported,name,
block,rhunFire,rhunFire,,,khamuls_fire,ported,override,fire block left by the Khamul's Fire jar (no item)
block,rhunFireJar,rhunFireJar,,Khamûl's Fire,khamuls_fire_jar,ported,name,also: khamuls_fire
block,rhunFlower,rhunFlower,0,Blue Chrysanthemum,rhun_flower_chrys_blue,ported,name,
block,rhunFlower,rhunFlower,1,Orange Chrysanthemum,rhun_flower_chrys_orange,ported,name,
block,rhunFlower,rhunFlower,2,Pink Chrysanthemum,rhun_flower_chrys_pink,ported,name,
block,rhunFlower,rhunFlower,3,Yellow Chrysanthemum,rhun_flower_chrys_yellow,ported,name,
block,rhunFlower,rhunFlower,4,White Chrysanthemum,rhun_flower_chrys_white,ported,name,
block,rivendellTable,rivendellCraftingTable,,Rivendell Crafting Table,rivendell_crafting_table,ported,name,
block,rock,rock,0,Mordor Rock,mordor_rock,ported,name,
block,rock,rock,1,Gondor Rock,gondor_rock,ported,name,
block,rock,rock,2,Rohan Rock,rohan_rock,ported,name,
block,rock,rock,3,Luigon,blue_rock,ported,name,
block,rock,rock,4,Cargon,red_rock,ported,name,
block,rock,rock,5,Chalk,chalk,ported,name,
block,rohirricTable,rohirricCraftingTable,,Rohirric Crafting Table,rohirric_crafting_table,ported,name,
block,rope,rope,,Rope,rope,ported,name,
block,rottenLog,rottenLog,0,Rotten Wood,rotten_log,ported,name,
block,rottenSlabDouble,rottenSlabDouble,,,,merged,rule,double slab is a slab block state in modern MC
block,rottenSlabSingle,rottenSlabSingle,0,Rotten Wood Slab,rotten_slab,ported,name,
block,sapling,sapling,0,Shire Pine Sapling,shire_pine_sapling,ported,name,
block,sapling,sapling,1,Mallorn Sapling,mallorn_sapling,ported,name,
block,sapling,sapling,2,Mirk-oak Sapling,mirk_oak_sapling,ported,name,
block,sapling,sapling,3,Red-oak Sapling,mirk_oak_red_sapling,ported,name,
block,sapling2,sapling2,0,Lebethron Sapling,lebethron_sapling,ported,name,
block,sapling2,sapling2,1,Beech Sapling,beech_sapling,ported,name,
block,sapling2,sapling2,2,Holly Sapling,holly_sapling,ported,name,
block,sapling2,sapling2,3,Banana Sapling,banana_sapling,ported,name,
block,sapling3,sapling3,0,Maple Sapling,maple_sapling,ported,name,
block,sapling3,sapling3,1,Larch Sapling,larch_sapling,ported,name,
block,sapling3,sapling3,2,Date Palm Sapling,date_palm_sapling,ported,name,
block,sapling3,sapling3,3,Mangrove Sapling,mangrove_sapling,ported,name,
block,sapling4,sapling4,0,Chestnut Sapling,chestnut_sapling,ported,name,
block,sapling4,sapling4,1,Baobab Sapling,baobab_sapling,ported,name,
block,sapling4,sapling4,2,Cedar Sapling,cedar_sapling,ported,name,
block,sapling4,sapling4,3,Fir Sapling,fir_sapling,ported,name,
block,sapling5,sapling5,0,Pine Sapling,pine_sapling,ported,name,
block,sapling5,sapling5,1,Lemon Sapling,lemon_sapling,ported,name,
block,sapling5,sapling5,2,Orange Sapling,orange_sapling,ported,name,
block,sapling5,sapling5,3,Lime Sapling,lime_sapling,ported,name,
block,sapling6,sapling6,0,Mahogany Sapling,mahogany_sapling,ported,name,
block,sapling6,sapling6,1,Willow Sapling,willow_sapling,ported,name,
block,sapling6,sapling6,2,Cypress Sapling,cypress_sapling,ported,name,
block,sapling6,sapling6,3,Olive Sapling,olive_sapling,ported,name,
block,sapling7,sapling7,0,Aspen Sapling,aspen_sapling,ported,name,
block,sapling7,sapling7,1,Green-oak Sapling,green_oak_sapling,ported,name,
block,sapling7,sapling7,2,Lairelossë Sapling,lairelosse_sapling,ported,name,
block,sapling7,sapling7,3,Almond Sapling,almond_sapling,ported,name,
block,sapling8,sapling8,0,Plum Sapling,plum_sapling,ported,name,
block,sapling8,sapling8,1,Redwood Sapling,redwood_sapling,ported,name,
block,sapling8,sapling8,2,Pomegranate Sapling,pomegranate_sapling,ported,name,
block,sapling8,sapling8,3,Palm Sapling,palm_sapling,ported,name,
block,sapling9,sapling9,0,Dragonblood Sapling,dragon_sapling,ported,name,
block,sapling9,sapling9,1,Kanuka Sapling,kanuka_sapling,ported,name,
block,scorchedSlabDouble,scorchedSlabDouble,,,,merged,rule,double slab is a slab block state in modern MC
block,scorchedSlabSingle,scorchedSlabSingle,0,Scorched Stone Slab,scorched_stone_slab,ported,name,
block,scorchedStone,scorchedStone,,Scorched Stone,scorched_stone,ported,name,
block,scorchedWall,scorchedWall,,Scorched Stone Wall,scorched_stone_wall,ported,name,
block,shireHeather,shireHeather,,Shire Heather,shire_heather,ported,name,
block,signCarved,signCarved,,,carved_sign,ported,id,
block,signCarvedIthildin,signCarvedIthildin,,,carved_ithildin_sign,ported,id,
block,silverBars,silverBars,,Silver Bars,silver_bars,ported,name,
block,simbelmyne,simbelmyne,,Simbelmynë,simbelmyne,ported,name,
block,skullCupBlock,skullCup,,,skull_cup_block,ported,id,
block,slabBoneDouble,slabBoneDouble,,,,merged,rule,double slab is a slab block state in modern MC
block,slabBoneSingle,slabBoneSingle,0,Bone Slab,bone_slab,ported,name,
block,slabClayTileDouble,slabClayTileDouble,,,,merged,rule,double slab is a slab block state in modern MC
block,slabClayTileDyedDouble,slabClayTileDyedDouble,,,,merged,rule,double slab is a slab block state in modern MC
block,slabClayTileDyedDouble2,slabClayTileDyedDouble2,,,,merged,rule,double slab is a slab block state in modern MC
block,slabClayTileDyedSingle,slabClayTileDyedSingle,0,White Clay Tiling Slab,clay_tile_dyed_white_slab,ported,name,
block,slabClayTileDyedSingle,slabClayTileDyedSingle,1,Orange Clay Tiling Slab,clay_tile_dyed_orange_slab,ported,name,
block,slabClayTileDyedSingle,slabClayTileDyedSingle,2,Magenta Clay Tiling Slab,clay_tile_dyed_magenta_slab,ported,name,
block,slabClayTileDyedSingle,slabClayTileDyedSingle,3,Light Blue Clay Tiling Slab,clay_tile_dyed_light_blue_slab,ported,name,
block,slabClayTileDyedSingle,slabClayTileDyedSingle,4,Yellow Clay Tiling Slab,clay_tile_dyed_yellow_slab,ported,name,
block,slabClayTileDyedSingle,slabClayTileDyedSingle,5,Lime Clay Tiling Slab,clay_tile_dyed_lime_slab,ported,name,
block,slabClayTileDyedSingle,slabClayTileDyedSingle,6,Pink Clay Tiling Slab,clay_tile_dyed_pink_slab,ported,name,
block,slabClayTileDyedSingle,slabClayTileDyedSingle,7,Gray Clay Tiling Slab,clay_tile_dyed_gray_slab,ported,name,
block,slabClayTileDyedSingle2,slabClayTileDyedSingle2,0,Light Gray Clay Tiling Slab,clay_tile_dyed_silver_slab,ported,name,
block,slabClayTileDyedSingle2,slabClayTileDyedSingle2,1,Cyan Clay Tiling Slab,clay_tile_dyed_cyan_slab,ported,name,
block,slabClayTileDyedSingle2,slabClayTileDyedSingle2,2,Purple Clay Tiling Slab,clay_tile_dyed_purple_slab,ported,name,
block,slabClayTileDyedSingle2,slabClayTileDyedSingle2,3,Blue Clay Tiling Slab,clay_tile_dyed_blue_slab,ported,name,
block,slabClayTileDyedSingle2,slabClayTileDyedSingle2,4,Brown Clay Tiling Slab,clay_tile_dyed_brown_slab,ported,name,
block,slabClayTileDyedSingle2,slabClayTileDyedSingle2,5,Green Clay Tiling Slab,clay_tile_dyed_green_slab,ported,name,
block,slabClayTileDyedSingle2,slabClayTileDyedSingle2,6,Red Clay Tiling Slab,clay_tile_dyed_red_slab,ported,name,
block,slabClayTileDyedSingle2,slabClayTileDyedSingle2,7,Black Clay Tiling Slab,clay_tile_dyed_black_slab,ported,name,
block,slabClayTileSingle,slabClayTileSingle,0,Clay Tiling Slab,clay_tile_slab,ported,name,
block,slabDouble,slabDouble,,,,merged,rule,double slab is a slab block state in modern MC
block,slabDouble10,slabDouble10,,,,merged,rule,double slab is a slab block state in modern MC
block,slabDouble11,slabDouble11,,,,merged,rule,double slab is a slab block state in modern MC
block,slabDouble12,slabDouble12,,,,merged,rule,double slab is a slab block state in modern MC
block,slabDouble13,slabDouble13,,,,merged,rule,double slab is a slab block state in modern MC
block,slabDouble14,slabDouble14,,,,merged,rule,double slab is a slab block state in modern MC
block,slabDouble2,slabDouble2,,,,merged,rule,double slab is a slab block state in modern MC
block,slabDouble3,slabDouble3,,,,merged,rule,double slab is a slab block state in modern MC
block,slabDouble4,slabDouble4,,,,merged,rule,double slab is a slab block state in modern MC
block,slabDouble5,slabDouble5,,,,merged,rule,double slab is a slab block state in modern MC
block,slabDouble6,slabDouble6,,,,merged,rule,double slab is a slab block state in modern MC
block,slabDouble7,slabDouble7,,,,merged,rule,double slab is a slab block state in modern MC
block,slabDouble8,slabDouble8,,,,merged,rule,double slab is a slab block state in modern MC
block,slabDouble9,slabDouble9,,,,merged,rule,double slab is a slab block state in modern MC
block,slabDoubleDirt,slabDoubleDirt,,,,merged,rule,double slab is a slab block state in modern MC
block,slabDoubleGravel,slabDoubleGravel,,,,merged,rule,double slab is a slab block state in modern MC
block,slabDoubleSand,slabDoubleSand,,,,merged,rule,double slab is a slab block state in modern MC
block,slabDoubleThatch,slabDoubleThatch,,,,merged,rule,double slab is a slab block state in modern MC
block,slabDoubleV,slabDoubleV,,,,merged,rule,double slab is a slab block state in modern MC
block,slabSingle,slabSingle,0,Smooth Mordor Rock Slab,smooth_mordor_rock_slab,ported,name,
block,slabSingle,slabSingle,1,Mordor Brick Slab,mordor_brick_slab,ported,name,
block,slabSingle,slabSingle,2,Smooth Gondor Rock Slab,smooth_gondor_rock_slab,ported,name,
block,slabSingle,slabSingle,3,Gondor Brick Slab,gondor_brick_slab,ported,name,
block,slabSingle,slabSingle,4,Mossy Gondor Brick Slab,mossy_gondor_brick_slab,ported,name,
block,slabSingle,slabSingle,5,Cracked Gondor Brick Slab,cracked_gondor_brick_slab,ported,name,
block,slabSingle,slabSingle,6,Rohan Brick Slab,rohan_brick_slab,ported,name,
block,slabSingle,slabSingle,7,Dwarven Brick Slab,dwarven_brick_slab,ported,name,
block,slabSingle10,slabSingle10,0,Dalish Pillar Slab,dale_pillar_slab,ported,name,
block,slabSingle10,slabSingle10,1,Mossy Dorwinion Brick Slab,mossy_dorwinion_brick_slab,ported,name,
block,slabSingle10,slabSingle10,2,Cracked Dorwinion Brick Slab,cracked_dorwinion_brick_slab,ported,name,
block,slabSingle10,slabSingle10,3,Flowery Dorwinion Brick Slab,dorwinion_flowers_brick_slab,ported,name,
block,slabSingle10,slabSingle10,4,Dorwinion Pillar Slab,dorwinion_pillar_slab,ported,name,
block,slabSingle10,slabSingle10,5,Mossy Dorwinion Pillar Slab,mossy_dorwinion_pillar_slab,ported,name,
block,slabSingle10,slabSingle10,6,White Sandstone Slab,white_sandstone_slab,ported,name,
block,slabSingle10,slabSingle10,7,Mordor Rock Slab,mordor_rock_slab,ported,name,
block,slabSingle11,slabSingle11,0,Gondor Cobblebrick Slab,gondor_cobblebrick_slab,ported,name,
block,slabSingle11,slabSingle11,1,Mossy Gondor Cobblebrick Slab,mossy_gondor_cobblebrick_slab,ported,name,
block,slabSingle11,slabSingle11,2,Cracked Gondor Cobblebrick Slab,cracked_gondor_cobblebrick_slab,ported,name,
block,slabSingle11,slabSingle11,3,Gondor Rock Slab,gondor_rock_slab,ported,name,
block,slabSingle11,slabSingle11,4,Rohan Rock Slab,rohan_rock_slab,ported,name,
block,slabSingle11,slabSingle11,5,Luigon Slab,blue_rock_slab,ported,name,
block,slabSingle11,slabSingle11,6,Cargon Slab,red_rock_slab,ported,name,
block,slabSingle11,slabSingle11,7,Chalk Slab,chalk_slab,ported,name,
block,slabSingle12,slabSingle12,0,Rhûnic Brick Slab,rhun_brick_slab,ported,name,
block,slabSingle12,slabSingle12,1,Mossy Rhûnic Brick Slab,rhun_mossy_brick_slab,ported,name,
block,slabSingle12,slabSingle12,2,Cracked Rhûnic Brick Slab,rhun_cracked_brick_slab,ported,name,
block,slabSingle12,slabSingle12,3,Flowery Rhûnic Brick Slab,rhun_flowers_brick_slab,ported,name,
block,slabSingle12,slabSingle12,4,Rhûnic Pillar Slab,rhun_pillar_slab,ported,name,
block,slabSingle12,slabSingle12,5,Red Rhûnic Brick Slab,rhun_red_brick_slab,ported,name,
block,slabSingle12,slabSingle12,6,Red Rhûnic Pillar Slab,rhun_red_pillar_slab,ported,name,
block,slabSingle12,slabSingle12,7,Snowy Angmar Brick Slab,angmar_snow_brick_slab,ported,name,
block,slabSingle13,slabSingle13,0,Mossy Dalish Brick Slab,dale_mossy_brick_slab,ported,name,
block,slabSingle13,slabSingle13,1,Cracked Dalish Brick Slab,dale_cracked_brick_slab,ported,name,
block,slabSingle13,slabSingle13,2,Umbar Brick Slab,umbar_brick_slab,ported,name,
block,slabSingle13,slabSingle13,3,Cracked Umbar Brick Slab,cracked_umbar_brick_slab,ported,name,
block,slabSingle13,slabSingle13,4,Umbar Pillar Slab,umbar_pillar_slab,ported,name,
block,slabSingle13,slabSingle13,5,Golden Taurethrim Pillar Slab,taur_gold_pillar_slab,ported,name,
block,slabSingle13,slabSingle13,6,Obsidian Taurethrim Pillar Slab,taur_obsidian_pillar_slab,ported,name,
block,slabSingle13,slabSingle13,7,Arnor Pillar Slab,arnor_pillar_slab,ported,name,
block,slabSingle14,slabSingle14,0,Cracked Arnor Pillar Slab,cracked_arnor_pillar_slab,ported,name,
block,slabSingle14,slabSingle14,1,Mossy Dol Guldur Brick Slab,mossy_dol_guldur_brick_slab,ported,name,
block,slabSingle14,slabSingle14,2,Cracked Morwaith Brick Slab,cracked_morwaith_brick_slab,ported,name,
block,slabSingle14,slabSingle14,3,Uruk Pillar Slab,uruk_pillar_slab,ported,name,
block,slabSingle14,slabSingle14,4,Dol Guldur Pillar Slab,dol_guldur_pillar_slab,ported,name,
block,slabSingle2,slabSingle2,0,Dwarven Pillar Slab,dwarven_pillar_slab,ported,name,
block,slabSingle2,slabSingle2,1,Smooth Rohan Rock Slab,smooth_rohan_rock_slab,ported,name,
block,slabSingle2,slabSingle2,2,Cracked Mordor Brick Slab,cracked_mordor_brick_slab,ported,name,
block,slabSingle2,slabSingle2,3,Galadhrim Brick Slab,galadhrim_brick_slab,ported,name,
block,slabSingle2,slabSingle2,4,Mossy Galadhrim Brick Slab,mossy_galadhrim_brick_slab,ported,name,
block,slabSingle2,slabSingle2,5,Cracked Galadhrim Brick Slab,cracked_galadhrim_brick_slab,ported,name,
block,slabSingle2,slabSingle2,6,Galadhrim Pillar Slab,galadhrim_pillar_slab,ported,name,
block,slabSingle2,slabSingle2,7,Cracked Galadhrim Pillar Slab,cracked_galadhrim_pillar_slab,ported,name,
block,slabSingle3,slabSingle3,0,Smooth Luigon Slab,smooth_blue_rock_slab,ported,name,
block,slabSingle3,slabSingle3,1,Luigon Brick Slab,blue_rock_brick_slab,ported,name,
block,slabSingle3,slabSingle3,2,Luigon Pillar Slab,blue_rock_pillar_slab,ported,name,
block,slabSingle3,slabSingle3,3,Angmar Brick Slab,angmar_brick_slab,ported,name,
block,slabSingle3,slabSingle3,4,Cracked Angmar Brick Slab,cracked_angmar_brick_slab,ported,name,
block,slabSingle3,slabSingle3,5,Smooth Cargon Slab,smooth_red_rock_slab,ported,name,
block,slabSingle3,slabSingle3,6,Cargon Brick Slab,red_rock_brick_slab,ported,name,
block,slabSingle3,slabSingle3,7,Cargon Pillar Slab,red_rock_pillar_slab,ported,name,
block,slabSingle4,slabSingle4,0,Haradric Brick Slab,near_harad_brick_slab,ported,name,
block,slabSingle4,slabSingle4,1,Arnor Brick Slab,arnor_brick_slab,ported,name,
block,slabSingle4,slabSingle4,2,Mossy Arnor Brick Slab,mossy_arnor_brick_slab,ported,name,
block,slabSingle4,slabSingle4,3,Cracked Arnor Brick Slab,cracked_arnor_brick_slab,ported,name,
block,slabSingle4,slabSingle4,4,Uruk Brick Slab,uruk_brick_slab,ported,name,
block,slabSingle4,slabSingle4,5,Dol Guldur Brick Slab,dol_guldur_brick_slab,ported,name,
block,slabSingle4,slabSingle4,6,Cracked Dol Guldur Brick Slab,cracked_dol_guldur_brick_slab,ported,name,
block,slabSingle4,slabSingle4,7,Haradric Pillar Slab,near_harad_pillar_slab,ported,name,
block,slabSingle5,slabSingle5,0,Gondor Pillar Slab,gondor_pillar_slab,ported,name,
block,slabSingle5,slabSingle5,1,Mordor Pillar Slab,mordor_pillar_slab,ported,name,
block,slabSingle5,slabSingle5,2,Rohan Pillar Slab,rohan_pillar_slab,ported,name,
block,slabSingle5,slabSingle5,3,Númenórean Brick Slab,numenorean_brick_slab,ported,name,
block,slabSingle5,slabSingle5,4,Númenórean Pillar Slab,numenorean_pillar_slab,ported,name,
block,slabSingle5,slabSingle5,5,High Elven Brick Slab,high_elven_brick_slab,ported,name,
block,slabSingle5,slabSingle5,6,Mossy High Elven Brick Slab,mossy_high_elven_brick_slab,ported,name,
block,slabSingle5,slabSingle5,7,Cracked High Elven Brick Slab,cracked_high_elven_brick_slab,ported,name,
block,slabSingle6,slabSingle6,0,High Elven Pillar Slab,high_elven_pillar_slab,ported,name,
block,slabSingle6,slabSingle6,1,Cracked High Elven Pillar Slab,cracked_high_elven_pillar_slab,ported,name,
block,slabSingle6,slabSingle6,2,Wood-elven Brick Slab,wood_elven_brick_slab,ported,name,
block,slabSingle6,slabSingle6,3,Mossy Wood-elven Brick Slab,mossy_wood_elven_brick_slab,ported,name,
block,slabSingle6,slabSingle6,4,Cracked Wood-elven Brick Slab,cracked_wood_elven_brick_slab,ported,name,
block,slabSingle6,slabSingle6,5,Wood-elven Pillar Slab,wood_elven_pillar_slab,ported,name,
block,slabSingle6,slabSingle6,6,Cracked Wood-elven Pillar Slab,cracked_wood_elven_pillar_slab,ported,name,
block,slabSingle6,slabSingle6,7,Dol Amroth Brick Slab,dol_amroth_brick_slab,ported,name,
block,slabSingle7,slabSingle7,0,Morwaith Brick Slab,morwaith_brick_slab,ported,name,
block,slabSingle7,slabSingle7,1,Cracked Haradric Brick Slab,near_harad_cracked_brick_slab,ported,name,
block,slabSingle7,slabSingle7,2,Red Haradric Brick Slab,near_harad_red_brick_slab,ported,name,
block,slabSingle7,slabSingle7,3,Cracked Red Haradric Brick Slab,near_harad_red_cracked_brick_slab,ported,name,
block,slabSingle7,slabSingle7,4,Red Haradric Pillar Slab,near_harad_red_pillar_slab,ported,name,
block,slabSingle7,slabSingle7,5,Red Sandstone Slab,,vanilla,override,user confirmed vanilla duplicate
block,slabSingle7,slabSingle7,6,Cracked Dwarven Brick Slab,cracked_dwarven_brick_slab,ported,name,
block,slabSingle7,slabSingle7,7,Cracked Dwarven Pillar Slab,cracked_dwarven_pillar_slab,ported,name,
block,slabSingle8,slabSingle8,0,Taurethrim Brick Slab,tauredain_brick_slab,ported,name,
block,slabSingle8,slabSingle8,1,Mossy Taurethrim Brick Slab,tauredain_mossy_brick_slab,ported,name,
block,slabSingle8,slabSingle8,2,Cracked Taurethrim Brick Slab,tauredain_cracked_brick_slab,ported,name,
block,slabSingle8,slabSingle8,3,Golden Taurethrim Brick Slab,tauredain_gold_brick_slab,ported,name,
block,slabSingle8,slabSingle8,4,Obsidian Taurethrim Brick Slab,tauredain_obsidian_brick_slab,ported,name,
block,slabSingle8,slabSingle8,5,Taurethrim Pillar Slab,tauredain_pillar_slab,ported,name,
block,slabSingle8,slabSingle8,6,Obsidian Dwarven Brick Slab,obsidian_dwarven_brick_slab,ported,name,
block,slabSingle8,slabSingle8,7,Smooth Chalk Slab,smooth_chalk_slab,ported,name,
block,slabSingle9,slabSingle9,0,Chalk Brick Slab,chalk_brick_slab,ported,name,
block,slabSingle9,slabSingle9,1,Chalk Pillar Slab,chalk_pillar_slab,ported,name,
block,slabSingle9,slabSingle9,2,Stone Pillar Slab,stone_pillar_slab,ported,name,
block,slabSingle9,slabSingle9,3,Brick Pillar Slab,brick_pillar_slab,ported,name,
block,slabSingle9,slabSingle9,4,Angmar Pillar Slab,angmar_pillar_slab,ported,name,
block,slabSingle9,slabSingle9,5,Mud Brick Slab,mud_brick_slab,ported,name,
block,slabSingle9,slabSingle9,6,Dalish Brick Slab,dale_brick_slab,ported,name,
block,slabSingle9,slabSingle9,7,Dorwinion Brick Slab,dorwinion_brick_slab,ported,name,
block,slabSingleDirt,slabSingleDirt,0,Dirt Slab,dirt_slab,ported,name,
block,slabSingleDirt,slabSingleDirt,1,Dirt Path Slab,dirt_path_slab,ported,name,
block,slabSingleDirt,slabSingleDirt,2,Jungle Mud Slab,mud_slab,ported,name,
block,slabSingleDirt,slabSingleDirt,3,Mordor Dirt Slab,mordor_dirt_slab,ported,name,
block,slabSingleDirt,slabSingleDirt,4,Jungle Mud Path Slab,dirt_path_mud_slab,ported,name,
block,slabSingleGravel,slabSingleGravel,0,Gravel Slab,gravel_slab,ported,name,
block,slabSingleGravel,slabSingleGravel,1,Mordor Gravel Slab,mordor_gravel_slab,ported,name,
block,slabSingleGravel,slabSingleGravel,2,Obsidian Gravel Slab,obsidian_gravel_slab,ported,name,
block,slabSingleSand,slabSingleSand,0,Sand Slab,sand_slab,ported,name,
block,slabSingleSand,slabSingleSand,1,Red Sand Slab,red_sand_slab,ported,name,
block,slabSingleSand,slabSingleSand,2,White Sand Slab,white_sand_slab,ported,name,
block,slabSingleThatch,slabSingleThatch,0,Thatch Slab,thatch_thatch_slab,ported,name,
block,slabSingleThatch,slabSingleThatch,1,Reed Slab,thatch_reed_slab,ported,name,
block,slabSingleV,slabSingleV,0,Mossy Stone Brick Slab,,vanilla,override,user confirmed vanilla duplicate
block,slabSingleV,slabSingleV,1,Cracked Stone Brick Slab,cracked_stone_brick_slab,ported,name,
block,slabSingleV,slabSingleV,2,Mossy Bricks Slab,red_brick_mossy_slab,ported,name,
block,slabSingleV,slabSingleV,3,Cracked Bricks Slab,red_brick_cracked_slab,ported,name,
block,slabSingleV,slabSingleV,4,Mossy Cobblestone Slab,,vanilla,override,user confirmed vanilla duplicate
block,slabSingleV,slabSingleV,5,Stone Slab,,vanilla,override,user confirmed vanilla duplicate
block,slabUtumnoDouble,slabUtumnoDouble,,,,merged,rule,double slab is a slab block state in modern MC
block,slabUtumnoDouble2,slabUtumnoDouble2,,,,merged,rule,double slab is a slab block state in modern MC
block,slabUtumnoSingle,slabUtumnoSingle,0,Fire Utumno Brick Slab,fire_utumno_brick_slab,ported,name,
block,slabUtumnoSingle,slabUtumnoSingle,1,Ice Utumno Brick Slab,ice_utumno_brick_slab,ported,name,
block,slabUtumnoSingle,slabUtumnoSingle,2,Obsidian Utumno Brick Slab,obsidian_utumno_brick_slab,ported,name,
block,slabUtumnoSingle,slabUtumnoSingle,3,Fire Utumno Pillar Slab,fire_utumno_pillar_slab,ported,name,
block,slabUtumnoSingle,slabUtumnoSingle,4,Ice Utumno Pillar Slab,ice_utumno_pillar_slab,ported,name,
block,slabUtumnoSingle,slabUtumnoSingle,5,Obsidian Utumno Pillar Slab,obsidian_utumno_pillar_slab,ported,name,
block,slabUtumnoSingle2,slabUtumnoSingle2,0,Ice Utumno Tiling Slab,utumno_ice_tile_brick_slab,ported,name,
block,slabUtumnoSingle2,slabUtumnoSingle2,1,Obsidian Utumno Tiling Slab,utumno_obsidian_tile_brick_slab,ported,name,
block,slabUtumnoSingle2,slabUtumnoSingle2,2,Fire Utumno Tiling Slab,utumno_fire_tile_brick_slab,ported,name,
block,smoothStone,smoothStone,0,Smooth Mordor Rock,smooth_mordor_rock,ported,name,
block,smoothStone,smoothStone,1,Smooth Gondor Rock,smooth_gondor_rock,ported,name,
block,smoothStone,smoothStone,2,Smooth Rohan Rock,smooth_rohan_rock,ported,name,
block,smoothStone,smoothStone,3,Smooth Luigon,smooth_blue_rock,ported,name,
block,smoothStone,smoothStone,4,Smooth Cargon,smooth_red_rock,ported,name,
block,smoothStone,smoothStone,5,Smooth Chalk,smooth_chalk,ported,name,
block,smoothStoneV,smoothStoneV,0,Smooth Stone,,vanilla,override,user confirmed vanilla duplicate
block,spawnerChest,spawnerChest,,,,missing,,
block,spawnerChestAncientHarad,spawnerChestAncientHarad,,,,missing,,
block,spawnerChestStone,spawnerChestStone,,,,missing,,
